Sale_Id,Order ID,Customer ID,Product ID,Location_Id,Sales,Unit_Sale,Quantity,Discount,Profit
2979,CA-2011-109232,ND-18370,FUR-CH-10000422,382,545.94,90.99,6,0,87.3504
4938,CA-2011-157147,BD-11605,OFF-ST-10000078,528,1325.85,265.17,5,0,238.653
4939,CA-2011-157147,BD-11605,FUR-BO-10003034,528,333.999,130.98,3,0.15,3.9294
4940,CA-2011-157147,BD-11605,OFF-AR-10003514,528,19.9,3.98,5,0,6.567
9629,CA-2011-118192,MM-17920,OFF-PA-10002947,402,37.408,6.68,7,0.2,13.0928
9630,CA-2011-118192,MM-17920,OFF-BI-10003476,402,3.438,5.73,2,0.7,-2.5212
6475,CA-2011-149524,BS-11590,FUR-BO-10003433,451,61.96,30.98,4,0.5,-53.2856
1914,CA-2011-103366,EH-13990,TEC-AC-10003628,505,149.95,29.99,5,0,65.978
971,CA-2011-115791,DL-13315,FUR-FU-10001095,452,127.104,26.48,6,0.2,28.5984
972,CA-2011-115791,DL-13315,TEC-PH-10004614,452,124.2,69,3,0.4,-31.05
973,CA-2011-115791,DL-13315,OFF-BI-10001575,452,18.588,30.98,2,0.7,-13.6312
974,CA-2011-115791,DL-13315,OFF-LA-10001074,452,30.072,12.53,3,0.2,10.1493
5365,CA-2011-123477,DW-13195,OFF-AP-10000692,561,64.864,20.27,4,0.2,6.4864
5463,CA-2011-146591,TS-21340,OFF-BI-10003676,543,32.34,10.78,10,0.7,-23.716
5464,CA-2011-146591,TS-21340,OFF-PA-10000659,543,56.064,17.52,4,0.2,19.6224
5465,CA-2011-146591,TS-21340,OFF-EN-10002504,543,108.72,27.18,5,0.2,36.693
5466,CA-2011-146591,TS-21340,FUR-BO-10001972,543,181.47,120.98,5,0.7,-320.597
1122,US-2011-147627,HL-15040,TEC-PH-10001061,266,699.93,99.99,7,0,181.9818
1123,US-2011-147627,HL-15040,OFF-AR-10002375,266,22.96,3.28,7,0,6.6584
1124,US-2011-147627,HL-15040,FUR-FU-10003194,266,38.6,9.65,4,0,11.58
1125,US-2011-147627,HL-15040,OFF-AR-10003811,266,6.63,2.21,3,0,1.7901
1126,US-2011-147627,HL-15040,OFF-EN-10001539,266,23.34,7.78,3,0,10.9698
1127,US-2011-147627,HL-15040,FUR-CH-10002331,266,1067.94,355.98,3,0,224.2674
5737,CA-2011-148614,MV-17485,OFF-PA-10002893,322,19.36,9.68,2,0,9.2928
5738,CA-2011-148614,MV-17485,FUR-FU-10003194,322,19.3,9.65,2,0,5.79
6327,CA-2011-167927,XP-21865,OFF-ST-10000760,615,13.98,13.98,1,0,4.0542
6328,CA-2011-167927,XP-21865,FUR-FU-10002918,615,272.94,90.98,3,0,30.0234
6329,CA-2011-167927,XP-21865,OFF-BI-10000605,615,19.05,3.81,5,0,8.9535
6330,CA-2011-167927,XP-21865,OFF-AP-10002311,615,247.716,68.81,4,0.1,93.5816
6331,CA-2011-167927,XP-21865,OFF-ST-10003123,615,66.58,33.29,2,0,15.9792
6332,CA-2011-167927,XP-21865,OFF-AR-10004456,615,43.92,14.64,3,0,12.7368
6333,CA-2011-167927,XP-21865,FUR-FU-10002268,615,14.73,4.91,3,0,4.8609
6334,CA-2011-167927,XP-21865,OFF-BI-10004364,615,29.7,5.94,5,0,13.365
7121,US-2011-147774,MM-18280,OFF-BI-10003091,553,67.194,223.98,1,0.7,-51.5154
9990,CA-2011-110422,TB-21400,FUR-FU-10001889,358,25.248,10.52,3,0.2,4.1028
9156,CA-2011-102645,IM-15055,OFF-PA-10001804,298,40.08,6.68,6,0,19.2384
9887,CA-2011-146997,SG-20605,OFF-FA-10003467,281,5.94,1.98,3,0,0
2579,US-2011-155502,SD-20485,FUR-FU-10004587,5,62.82,20.94,3,0,30.7818
2580,US-2011-155502,SD-20485,OFF-ST-10004337,5,489.92,61.24,8,0,0
2581,US-2011-155502,SD-20485,OFF-PA-10003072,5,19.44,6.48,3,0,9.3312
2582,US-2011-155502,SD-20485,OFF-PA-10000380,5,16.68,8.34,2,0,8.34
2583,US-2011-155502,SD-20485,TEC-PH-10004833,5,155.35,11.95,13,0,0
2584,US-2011-155502,SD-20485,FUR-FU-10001847,5,12.42,4.14,3,0,4.4712
2585,US-2011-155502,SD-20485,TEC-PH-10002103,5,187.98,93.99,2,0,52.6344
8150,CA-2011-167997,CA-11965,OFF-BI-10001758,476,10.68,5.34,2,0,5.0196
8151,CA-2011-167997,CA-11965,FUR-BO-10004409,476,141.96,70.98,2,0,39.7488
3795,US-2011-117163,EJ-13720,OFF-ST-10003692,525,57.23,57.23,1,0,14.3075
3796,US-2011-117163,EJ-13720,FUR-TA-10003469,525,333,138.75,3,0.2,-16.65
3797,US-2011-117163,EJ-13720,OFF-AR-10003179,525,36.44,9.11,4,0,12.0252
3084,CA-2011-100328,JC-15340,OFF-BI-10000343,397,3.928,4.91,1,0.2,1.3257
6388,CA-2011-134103,MV-18190,OFF-PA-10001204,148,10.56,5.28,2,0,4.752
6389,CA-2011-134103,MV-18190,OFF-ST-10000991,148,229.94,114.97,2,0,6.8982
3366,CA-2011-115161,LC-17050,FUR-BO-10003966,368,290.666,170.98,2,0.15,3.4196
541,CA-2011-140795,BD-11500,TEC-AC-10001432,215,468.9,78.15,6,0,206.316
1704,CA-2011-139857,CD-12790,OFF-FA-10001843,525,12.35,2.47,5,0,5.8045
9138,CA-2011-123400,EB-13930,OFF-BI-10000666,516,18.336,30.56,2,0.7,-12.224
9139,CA-2011-123400,EB-13930,TEC-PH-10002890,516,180.96,45.24,5,0.2,13.572
1518,CA-2011-111059,TB-21400,OFF-BI-10004593,544,83.84,52.4,2,0.2,27.248
1519,CA-2011-111059,TB-21400,OFF-BI-10002827,544,13.272,5.53,3,0.2,4.3134
1544,CA-2011-107181,DB-13270,OFF-BI-10004230,526,82.896,34.54,3,0.2,29.0136
1545,CA-2011-107181,DB-13270,OFF-PA-10000350,526,34.24,8.56,4,0,16.0928
8585,CA-2011-104808,MH-17440,OFF-BI-10003676,172,17.248,10.78,2,0.2,6.0368
1998,CA-2011-131905,ND-18460,OFF-LA-10002787,88,15,3.75,4,0,7.2
1999,CA-2011-131905,ND-18460,TEC-PH-10003645,88,161.61,161.61,1,0,42.0186
2000,CA-2011-131905,ND-18460,TEC-PH-10001615,88,144.95,28.99,5,0,42.0355
8981,CA-2011-108182,DL-13315,OFF-BI-10001196,501,8.952,22.38,2,0.8,-14.7708
850,CA-2011-107755,CK-12760,TEC-AC-10000710,311,115.36,16.48,7,0,49.6048
8736,US-2011-169390,CS-12250,OFF-ST-10001558,397,64.96,16.24,4,0,9.744
9267,CA-2011-125759,NM-18445,FUR-FU-10002111,410,14.56,7.28,2,0,5.5328
5631,CA-2011-127614,NF-18385,TEC-AC-10001432,88,234.45,78.15,3,0,103.158
5632,CA-2011-127614,NF-18385,FUR-TA-10003715,88,1256.22,209.37,6,0,75.3732
5633,CA-2011-127614,NF-18385,OFF-BI-10003291,88,17.46,8.73,2,0,8.2062
9255,CA-2011-168368,GA-14725,FUR-CH-10001146,107,60.89,60.89,1,0,15.2225
9256,CA-2011-168368,GA-14725,OFF-LA-10004853,107,14.94,4.98,3,0,6.8724
9257,CA-2011-168368,GA-14725,OFF-BI-10004728,107,9.64,4.82,2,0,4.4344
9258,CA-2011-168368,GA-14725,FUR-FU-10002298,107,332.94,110.98,3,0,53.2704
9259,CA-2011-168368,GA-14725,OFF-BI-10004654,107,51.9,17.3,3,0,24.393
9260,CA-2011-168368,GA-14725,OFF-ST-10002583,107,64.96,32.48,2,0,2.5984
457,US-2011-110674,SC-20095,FUR-CH-10000225,114,129.568,80.98,2,0.2,-24.294
5467,CA-2011-107706,ST-20530,OFF-PA-10000466,246,16.176,6.74,3,0.2,6.066
9762,CA-2011-121762,ML-17395,TEC-AC-10000736,545,239.97,79.99,3,0,86.3892
9763,CA-2011-121762,ML-17395,OFF-AP-10001293,545,81.96,40.98,2,0,22.9488
9764,CA-2011-121762,ML-17395,OFF-SU-10000157,545,238.62,119.31,2,0,4.7724
7438,CA-2011-165568,BF-11020,OFF-BI-10001031,544,21.36,5.34,5,0.2,7.209
1333,CA-2011-122567,MN-17935,OFF-BI-10002012,129,1.08,1.8,3,0.8,-1.728
1334,CA-2011-122567,MN-17935,OFF-AP-10001303,129,7.96,19.9,2,0.8,-13.93
9516,CA-2011-154165,DL-13315,OFF-AR-10003631,91,54.208,4.84,14,0.2,8.8088
6082,US-2011-165589,TB-21595,FUR-FU-10002396,332,25.16,12.58,5,0.6,-11.322
8223,CA-2011-152905,AB-10015,OFF-ST-10000321,18,12.624,7.89,2,0.2,-2.5248
4521,CA-2011-109491,LC-16930,TEC-AC-10001284,488,62.31,20.77,3,0,22.4316
4522,CA-2011-109491,LC-16930,FUR-FU-10000221,488,20.32,5.08,4,0,6.9088
8504,CA-2011-164903,SR-20740,OFF-PA-10003363,322,12.96,6.48,2,0,6.2208
2883,CA-2011-165540,TM-21010,OFF-BI-10004094,627,8.85,8.85,5,0.8,-13.7175
7611,CA-2011-133354,SA-20830,OFF-PA-10001800,378,19.44,6.48,3,0,9.3312
6530,CA-2011-103744,MG-17875,OFF-LA-10004425,166,6.936,2.89,3,0.2,2.3409
6531,CA-2011-103744,MG-17875,OFF-BI-10000320,166,4.428,7.38,3,0.8,-6.8634
5512,US-2011-137680,JH-15430,OFF-PA-10000174,349,32.896,10.28,4,0.2,11.1024
5513,US-2011-137680,JH-15430,OFF-PA-10000069,349,22.776,9.49,3,0.2,7.6869
9464,CA-2011-156545,JS-16030,OFF-AR-10003560,112,19.456,6.08,4,0.2,3.4048
158,CA-2011-104269,DB-13060,FUR-CH-10004063,546,457.568,285.98,2,0.2,51.4764
5714,US-2011-143707,HR-14770,TEC-PH-10003655,398,5.94,1.98,3,0,1.6038
6548,CA-2011-113880,VF-21715,FUR-CH-10000863,168,634.116,150.98,6,0.3,-172.1172
6549,CA-2011-113880,VF-21715,OFF-PA-10003036,168,17.472,7.28,3,0.2,5.6784
7948,CA-2011-131009,SC-20380,OFF-FA-10004395,166,18.84,4.71,5,0.2,-3.5325
7949,CA-2011-131009,SC-20380,FUR-CH-10001270,166,362.25,86.25,6,0.3,0
7950,CA-2011-131009,SC-20380,FUR-FU-10001095,166,63.552,26.48,6,0.6,-34.9536
7951,CA-2011-131009,SC-20380,OFF-ST-10001469,166,129.552,53.98,3,0.2,-22.6716
8310,CA-2011-168312,GW-14605,OFF-ST-10003692,247,137.352,57.23,3,0.2,8.5845
8311,CA-2011-168312,GW-14605,FUR-TA-10001866,247,376.509,179.29,3,0.3,-43.0296
6058,CA-2011-107524,KN-16705,OFF-EN-10001990,399,11.36,5.68,2,0,5.3392
6059,CA-2011-107524,KN-16705,OFF-PA-10000587,399,36.4,7.28,5,0,17.472
9946,CA-2011-111157,NH-18610,OFF-PA-10000327,453,3.424,4.28,1,0.2,1.07
9947,CA-2011-111157,NH-18610,TEC-AC-10004353,453,151.2,63,3,0.2,32.13
556,CA-2011-155852,AJ-10945,OFF-AR-10003560,622,19.456,6.08,4,0.2,3.4048
1163,CA-2011-127964,AP-10720,TEC-PH-10004700,398,9.99,9.99,1,0,4.5954
1164,CA-2011-127964,AP-10720,OFF-BI-10004593,398,125.76,52.4,3,0.2,40.872
1165,CA-2011-127964,AP-10720,OFF-BI-10003429,398,25.32,6.33,5,0.2,9.1785
7247,US-2011-127978,JS-15595,OFF-LA-10000305,112,15.12,6.3,3,0.2,4.914
7248,US-2011-127978,JS-15595,FUR-BO-10001972,112,302.45,120.98,5,0.5,-199.617
7249,US-2011-127978,JS-15595,OFF-ST-10002486,112,44.672,6.98,8,0.2,-10.0512
7349,CA-2011-130421,SC-20020,OFF-AP-10002534,246,176.772,294.62,3,0.8,-459.6072
8712,CA-2011-105648,EJ-14155,FUR-TA-10002958,525,626.352,260.98,3,0.2,-23.4882
1565,CA-2011-116239,CL-12565,OFF-ST-10001370,108,354.9,70.98,5,0,17.745
4422,CA-2011-117016,SC-20095,OFF-AR-10001374,341,15.552,6.48,3,0.2,2.3328
8497,CA-2011-169061,AB-10150,OFF-AR-10000588,629,59.52,19.84,3,0,15.4752
8498,CA-2011-169061,AB-10150,TEC-AC-10002001,629,479.97,159.99,3,0,177.5889
8499,CA-2011-169061,AB-10150,OFF-SU-10000381,629,18.62,9.31,2,0,5.3998
8500,CA-2011-169061,AB-10150,OFF-BI-10001617,629,49.632,10.34,6,0.2,16.7508
8501,CA-2011-169061,AB-10150,OFF-PA-10001878,629,97.82,48.91,2,0,45.9754
4962,CA-2011-156587,AB-10015,FUR-CH-10004477,545,48.712,60.89,1,0.2,5.4801
4963,CA-2011-156587,AB-10015,OFF-AR-10001427,545,17.94,5.98,3,0,4.6644
4964,CA-2011-156587,AB-10015,OFF-ST-10002344,545,242.94,80.98,3,0,4.8588
5254,US-2011-131982,NP-18685,OFF-BI-10004224,146,107.648,67.28,2,0.2,33.64
9641,CA-2011-104563,CM-12715,OFF-AR-10000390,545,20.65,4.13,5,0,9.499
9642,CA-2011-104563,CM-12715,OFF-ST-10000934,545,204.9,40.98,5,0,0
9643,CA-2011-104563,CM-12715,FUR-CH-10002780,545,436.704,90.98,6,0.2,21.8352
9644,CA-2011-104563,CM-12715,FUR-CH-10004495,545,481.568,300.98,2,0.2,54.1764
1172,US-2011-100279,SW-20275,OFF-PA-10002259,507,22.38,11.19,2,0,10.7424
2101,US-2011-140116,KT-16480,OFF-ST-10000078,144,636.408,265.17,3,0.2,-15.9102
2102,US-2011-140116,KT-16480,OFF-AR-10001044,144,83.168,25.99,4,0.2,9.3564
1542,CA-2011-166884,CK-12205,FUR-FU-10003981,112,8.32,2.08,5,0.2,2.288
1543,CA-2011-166884,CK-12205,OFF-FA-10001561,112,10.464,2.18,6,0.2,1.7004
3442,CA-2011-158337,KA-16525,OFF-PA-10002137,397,108.92,7.78,14,0,49.014
7015,CA-2011-114790,FM-14215,OFF-AP-10002578,489,146.76,48.92,3,0,38.1576
7016,CA-2011-114790,FM-14215,TEC-AC-10000710,489,32.96,16.48,2,0,14.1728
7017,CA-2011-114790,FM-14215,TEC-PH-10000984,489,587.97,195.99,3,0,164.6316
7018,CA-2011-114790,FM-14215,OFF-PA-10000213,489,14.94,4.98,3,0,7.0218
8300,US-2011-103338,RB-19435,OFF-AR-10001770,502,7.98,2.66,3,0,2.0748
1891,CA-2011-157623,DK-13225,OFF-PA-10001204,250,10.56,5.28,2,0,4.752
1892,CA-2011-157623,DK-13225,OFF-AR-10003723,250,3.38,3.38,1,0,1.2506
2841,US-2011-125521,CK-12325,FUR-CH-10003379,88,1139.92,284.98,4,0,284.98
4677,CA-2011-114510,JF-15295,OFF-BI-10001617,316,33.088,10.34,4,0.2,11.1672
4678,CA-2011-114510,JF-15295,OFF-ST-10000736,316,80.98,80.98,1,0,3.2392
4679,CA-2011-114510,JF-15295,TEC-AC-10004877,316,82.8,6.9,12,0,6.624
4680,CA-2011-114510,JF-15295,OFF-ST-10003221,316,21.36,10.68,2,0,5.7672
4681,CA-2011-114510,JF-15295,OFF-BI-10003007,316,62.048,38.78,2,0.2,20.1656
9406,CA-2011-152618,RB-19465,TEC-MA-10003626,91,574.91,410.65,2,0.3,156.047
9407,CA-2011-152618,RB-19465,OFF-PA-10001215,91,8.448,5.28,2,0.2,2.64
9515,CA-2011-100293,NF-18475,OFF-PA-10000176,261,91.056,18.97,6,0.2,31.8696
603,CA-2011-149958,AS-10240,OFF-ST-10001490,571,142.776,178.47,1,0.2,17.847
604,CA-2011-149958,AS-10240,FUR-FU-10001756,571,45.696,19.04,3,0.2,5.1408
605,CA-2011-149958,AS-10240,OFF-BI-10000773,571,7.218,8.02,3,0.7,-5.5338
606,CA-2011-149958,AS-10240,OFF-BI-10001543,571,43.188,35.99,4,0.7,-31.6712
607,CA-2011-149958,AS-10240,OFF-PA-10002120,571,131.904,54.96,3,0.2,47.8152
3453,CA-2011-157609,KN-16705,TEC-PH-10002415,474,471.92,294.95,2,0.2,29.495
1346,CA-2011-118339,BN-11515,OFF-AP-10001154,288,93.78,46.89,2,0,36.5742
1347,CA-2011-118339,BN-11515,OFF-PA-10000466,288,47.18,6.74,7,0,23.59
1348,CA-2011-118339,BN-11515,OFF-AR-10003829,288,19.68,3.28,6,0,5.7072
1349,CA-2011-118339,BN-11515,OFF-BI-10001758,288,53.4,5.34,10,0,25.098
1350,CA-2011-118339,BN-11515,OFF-BI-10000136,288,35.88,5.98,6,0,17.2224
2358,US-2011-148838,CP-12340,FUR-TA-10003473,397,1579.746,376.13,7,0.4,-447.5947
2359,US-2011-148838,CP-12340,FUR-TA-10001950,397,1071.576,446.49,4,0.4,-553.6476
2360,US-2011-148838,CP-12340,FUR-TA-10004175,397,613.908,341.06,3,0.4,-122.7816
2361,US-2011-148838,CP-12340,OFF-PA-10002960,397,34.86,4.98,7,0,16.3842
2362,US-2011-148838,CP-12340,OFF-PA-10000919,397,155.04,38.76,4,0,75.9696
5101,CA-2011-158442,AZ-10750,OFF-AR-10003732,130,4.448,2.78,2,0.2,0.3336
5102,CA-2011-158442,AZ-10750,OFF-PA-10002195,130,5.184,6.48,1,0.2,1.8792
5103,CA-2011-158442,AZ-10750,OFF-PA-10002365,130,15.552,6.48,3,0.2,5.4432
7428,US-2011-164763,MH-17440,OFF-BI-10000605,259,11.43,3.81,3,0,5.3721
7429,US-2011-164763,MH-17440,OFF-BI-10000309,259,30.44,15.22,2,0,14.9156
7430,US-2011-164763,MH-17440,OFF-PA-10003349,259,12.96,6.48,2,0,6.3504
7431,US-2011-164763,MH-17440,OFF-PA-10003063,259,16,4,4,0,7.68
7432,US-2011-164763,MH-17440,OFF-AP-10003971,259,32.67,10.89,3,0,8.4942
8011,CA-2011-127859,QJ-19255,OFF-PA-10003641,452,126.624,26.38,6,0.2,41.1528
2697,CA-2011-145317,SM-20320,TEC-MA-10003626,261,821.3,410.65,4,0.5,-16.426
2698,CA-2011-145317,SM-20320,TEC-MA-10002412,261,22638.48,7546.16,6,0.5,-1811.0784
2699,CA-2011-145317,SM-20320,OFF-PA-10001804,261,21.376,6.68,4,0.2,7.4816
2700,CA-2011-145317,SM-20320,OFF-AR-10003183,261,8.016,3.34,3,0.2,1.002
2701,CA-2011-145317,SM-20320,FUR-FU-10004270,261,30.768,19.23,2,0.2,8.0766
2702,CA-2011-145317,SM-20320,OFF-FA-10003112,261,18.936,7.89,3,0.2,5.9175
2703,CA-2011-145317,SM-20320,FUR-FU-10001986,261,122.352,50.98,3,0.2,15.294
6152,CA-2011-111871,EK-13795,FUR-BO-10004218,529,1198.33,140.98,10,0.15,70.49
7328,US-2011-131275,SC-20050,FUR-FU-10004597,68,111,55.5,2,0,14.43
7329,US-2011-131275,SC-20050,TEC-MA-10001148,68,1279.968,399.99,4,0.2,415.9896
7330,US-2011-131275,SC-20050,OFF-ST-10000078,68,1856.19,265.17,7,0,334.1142
6161,CA-2011-103989,MC-17605,TEC-PH-10004667,287,323.976,134.99,3,0.2,28.3479
6162,CA-2011-103989,MC-17605,OFF-LA-10000443,287,11.808,3.69,4,0.2,3.9852
6163,CA-2011-103989,MC-17605,OFF-ST-10000918,287,26.16,10.9,3,0.2,1.962
6164,CA-2011-103989,MC-17605,OFF-BI-10001196,287,33.57,22.38,5,0.7,-25.737
6165,CA-2011-103989,MC-17605,FUR-FU-10003981,287,4.992,2.08,3,0.2,1.3728
6166,CA-2011-103989,MC-17605,FUR-FU-10002508,287,20.016,8.34,3,0.2,5.5044
6167,CA-2011-103989,MC-17605,TEC-AC-10002647,287,170.24,106.4,2,0.2,53.2
196,CA-2011-140004,CB-12025,OFF-AR-10004685,225,7.408,4.63,2,0.2,1.2038
197,CA-2011-140004,CB-12025,OFF-AR-10004027,225,6.048,2.52,3,0.2,1.5876
5461,US-2011-107405,TS-21205,OFF-ST-10002301,22,16.272,20.34,1,0.2,-3.8646
7584,CA-2011-163223,KH-16690,TEC-PH-10000730,562,3499.93,499.99,7,0,909.9818
7585,CA-2011-163223,KH-16690,OFF-LA-10004409,562,14.4,2.88,5,0,6.624
7586,CA-2011-163223,KH-16690,OFF-PA-10000675,562,122.97,40.99,3,0,60.2553
7587,CA-2011-163223,KH-16690,OFF-AR-10001573,562,9.32,2.33,4,0,2.7028
7588,CA-2011-163223,KH-16690,OFF-BI-10001597,562,122.94,40.98,3,0,59.0112
8344,US-2011-155544,GM-14440,OFF-LA-10004544,275,59.2,14.8,5,0.2,22.2
8345,US-2011-155544,GM-14440,FUR-FU-10001473,275,32.952,13.73,3,0.2,6.5904
8346,US-2011-155544,GM-14440,FUR-CH-10000422,275,218.376,90.99,3,0.2,-10.9188
1768,US-2011-158057,CC-12685,OFF-BI-10004410,216,7.644,6.37,4,0.7,-5.8604
1769,US-2011-158057,CC-12685,OFF-BI-10002735,216,51.465,34.31,5,0.7,-39.4565
2871,CA-2011-148040,BF-11275,OFF-PA-10002581,588,74.352,30.98,3,0.2,23.235
2872,CA-2011-148040,BF-11275,FUR-CH-10001482,588,314.352,130.98,3,0.2,-35.3646
4341,US-2011-129609,VM-21835,OFF-AR-10003478,467,16.28,8.14,2,0,6.512
3555,CA-2011-120838,PO-18865,OFF-ST-10000585,323,330.4,165.2,2,0,85.904
3556,CA-2011-120838,PO-18865,TEC-PH-10003484,323,604.752,125.99,6,0.2,37.797
6591,CA-2011-164749,BG-11740,OFF-LA-10004484,142,9.912,4.13,3,0.2,3.2214
4480,CA-2011-147235,CD-11920,OFF-PA-10004948,397,24.9,4.98,5,0,11.703
7802,CA-2011-143637,MS-17710,FUR-FU-10002813,197,40.48,20.24,2,0,14.5728
2433,CA-2011-148586,AZ-10750,FUR-CH-10002439,399,366.786,58.22,7,0.1,65.2064
9307,CA-2011-128237,CA-12265,OFF-AR-10003829,529,6.56,3.28,2,0,1.9024
9308,CA-2011-128237,CA-12265,OFF-AR-10003338,529,14.88,7.44,2,0,3.72
9309,CA-2011-128237,CA-12265,TEC-AC-10002558,529,45.48,11.37,4,0,15.918
9310,CA-2011-128237,CA-12265,OFF-AR-10000034,529,25.44,4.24,6,0,9.9216
4245,CA-2011-138436,JD-15895,TEC-AC-10002323,323,66.3,22.1,3,0,8.619
9052,CA-2011-141838,DK-12835,OFF-AR-10004272,530,3.36,1.68,2,0,0.84
9053,CA-2011-141838,DK-12835,OFF-BI-10003291,530,27.936,8.73,4,0.2,9.4284
9054,CA-2011-141838,DK-12835,TEC-PH-10004100,530,28.784,17.99,2,0.2,2.8784
9660,CA-2011-100860,CS-12505,OFF-LA-10001982,462,18.75,3.75,5,0,9
7840,US-2011-137869,CV-12295,OFF-EN-10001509,145,6.12,2.04,3,0,2.8764
7841,US-2011-137869,CV-12295,FUR-TA-10003954,145,1184.72,296.18,4,0,106.6248
8464,CA-2011-100881,DR-12940,TEC-PH-10003273,4,302.376,125.99,3,0.2,22.6782
9900,US-2011-117380,MP-18175,FUR-TA-10000198,560,330.588,550.98,1,0.4,-143.2548
7306,CA-2011-137274,MG-18145,FUR-TA-10001889,458,890.841,424.21,3,0.3,-152.7156
2897,CA-2011-169033,KM-16720,OFF-AR-10001915,318,49.65,9.93,5,0,20.853
5284,CA-2011-133424,Dl-13600,OFF-ST-10002957,544,15.84,5.28,3,0,0
5285,CA-2011-133424,Dl-13600,OFF-LA-10002312,544,44.4,14.8,3,0,22.2
5954,US-2011-105151,SG-20890,OFF-AR-10001231,399,10.5,2.1,5,0,2.94
6139,CA-2011-131247,GA-14725,FUR-BO-10001337,529,205.666,120.98,2,0.15,-12.098
7630,CA-2011-162089,MP-17470,OFF-EN-10002230,63,335.72,83.93,5,0.2,113.3055
7631,CA-2011-162089,MP-17470,TEC-PH-10001819,63,251.944,44.99,7,0.2,88.1804
7632,CA-2011-162089,MP-17470,FUR-CH-10002304,63,127.302,25.98,7,0.3,-9.093
8431,US-2011-113124,NC-18340,OFF-ST-10001511,16,129.3,64.65,2,0,6.465
2230,CA-2011-128055,AA-10315,OFF-BI-10004390,530,673.568,420.98,2,0.2,252.588
2231,CA-2011-128055,AA-10315,OFF-AP-10002765,530,52.98,26.49,2,0,14.8344
4712,CA-2011-112403,JO-15280,OFF-BI-10003529,453,0.852,2.84,1,0.7,-0.5964
5049,US-2011-104759,DD-13570,OFF-BI-10002071,92,8.134,5.81,7,0.8,-13.8278
5050,US-2011-104759,DD-13570,TEC-AC-10004901,92,79.984,49.99,2,0.2,13.9972
5480,CA-2011-101770,KB-16240,OFF-BI-10001097,358,1.869,6.23,1,0.7,-1.3083
9566,CA-2011-130428,TG-21640,FUR-CH-10002965,571,1125.488,200.98,7,0.2,98.4802
9567,CA-2011-130428,TG-21640,OFF-BI-10001636,571,12.645,8.43,5,0.7,-10.116
9568,CA-2011-130428,TG-21640,OFF-AR-10004027,571,4.032,2.52,2,0.2,1.0584
1373,US-2011-157021,KM-16720,OFF-LA-10002312,596,29.6,14.8,2,0,14.8
1374,US-2011-157021,KM-16720,OFF-BI-10000042,596,17.088,5.34,4,0.2,5.5536
7954,CA-2011-138359,KH-16330,OFF-ST-10000636,486,66.96,16.74,4,0,2.6784
7955,CA-2011-138359,KH-16330,OFF-BI-10000145,486,6.24,3.12,2,0,3.0576
